,file,r,g,b
0,kfv1gd.jpg,97.6241666666667,103.48444444444446,110.61555555555555
1,kimvf8.jpg,93.42833333333336,103.35444444444443,119.51027777777773
2,k5kyxm.jpg,108.77277777777779,120.49638888888892,140.3141666666666
3,kdhtij.jpg,124.88333333333335,133.84611111111113,148.00555555555547
4,knqmrh.jpg,95.90611111111112,108.97416666666665,141.62194444444447
5,kbnnwk.jpg,115.36888888888889,126.95638888888887,155.7513888888889
6,kmaivg.jpg,137.20722222222219,138.9733333333333,149.27666666666664
7,kbh3to.jpg,116.0,134.56555555555556,163.07444444444442
8,kmcl9c.jpg,76.22000000000001,86.17222222222222,115.2527777777778
9,k7jxce.jpg,110.2441666666667,106.11305555555558,114.0777777777778
10,kdrufo.jpg,98.94888888888889,98.94888888888889,98.94888888888889
11,kkdkql.jpg,77.00083333333332,97.5013888888889,113.93638888888887
12,kcxfmi.jpg,122.15777777777774,123.76861111111111,138.20527777777778
13,kbkbmw.jpg,136.92555555555555,140.5966666666667,154.76111111111112
14,k867bi.jpg,65.74666666666668,109.1913888888889,199.07833333333332
15,kgrszh.jpg,88.05277777777778,88.27305555555554,97.34472222222222
16,kehwdt.jpg,80.77194444444443,92.45555555555555,104.82694444444445
17,kjhi15.jpg,140.65111111111113,146.83416666666673,142.20333333333338
18,kjbk5g.jpg,55.9436111111111,70.52055555555556,87.2672222222222
19,knhqcl.jpg,104.88527777777774,129.48027777777773,156.3152777777778
20,knt9qc.jpg,140.0830555555556,152.21333333333334,165.47805555555558
21,kkak3p.jpg,70.56611111111108,86.96166666666664,111.21722222222225
22,kdm8zx.jpg,98.80555555555553,95.26111111111112,112.04305555555554
23,kacpf3.jpg,122.51472222222223,118.37027777777776,144.8336111111111
24,kjai48.jpg,66.91722222222222,83.67861111111111,119.50750000000001
25,k5n81k.jpg,127.64444444444443,133.37222222222218,148.73638888888883
26,k4rgw3.jpg,120.96861111111114,128.4430555555556,150.12222222222226
27,k6353l.jpg,92.65833333333335,115.39861111111108,138.10888888888888
28,kiyvgh.jpg,84.3302777777778,83.09750000000001,92.62277777777777
29,klsehx.jpg,73.63944444444444,74.57499999999999,86.9461111111111
30,kmgbv5.jpg,34.61055555555556,42.95694444444446,45.908055555555556
31,kcx1z9.jpg,142.0766666666667,146.31249999999997,147.43694444444438
32,kn75in.jpg,103.98444444444445,104.6125,131.38833333333332
33,kc66ed.jpg,126.5791666666667,107.96222222222222,120.85472222222216
34,k5znb3.jpg,107.1733333333333,117.45027777777777,138.81388888888887
35,kfccda.jpg,115.22916666666669,121.72277777777778,125.8913888888889
36,k9hbju.jpg,107.45083333333332,131.76527777777775,172.08916666666667
37,kf41ps.jpg,132.46055555555557,146.86777777777777,175.04194444444448
38,kdddfd.jpg,80.53416666666668,85.42750000000002,90.22888888888889
39,kjs8hs.jpg,89.2663888888889,112.39944444444443,137.73888888888888
40,kek8xm.jpg,74.23027777777777,86.03694444444447,102.60583333333334
41,kh5dym.jpg,102.48166666666664,116.47805555555556,148.9344444444444
42,k7wzl9.jpg,111.61944444444443,132.7202777777778,156.70999999999998
43,kdgef3.jpg,116.16361111111114,120.60249999999999,132.16694444444443
44,kctd8p.jpg,71.50416666666668,87.13083333333334,111.1463888888889
45,khw4dr.jpg,143.9113888888889,117.59083333333335,113.08111111111111
46,kbinfw.jpg,112.37027777777777,117.49055555555553,135.54277777777776
47,kc48xd.jpg,135.1172222222222,140.46027777777775,163.83805555555554
48,ke2rh1.jpg,95.59388888888893,114.37305555555555,136.90166666666673
49,k93mgj.jpg,110.71805555555557,113.13111111111112,128.15138888888887
50,kl5nuv.jpg,82.80861111111112,101.6511111111111,118.99416666666667
51,knersu.jpg,76.87027777777777,83.9525,109.9363888888889
52,knom3l.jpg,107.07555555555558,134.93749999999997,156.23611111111114
