,file,bw
0,ru6quk.jpg,81.63
1,rszoou.jpg,112.79390625
2,ru0twz.jpg,86.55265625
3,rsjip2.jpg,134.63453125
4,rtkbd8.jpg,139.7996875
5,rtmts5.jpg,104.19890625000001
6,rrat6h.jpg,147.41296874999998
7,rtkd3c.jpg,103.64234375000001
8,rtojz6.jpg,115.77046875
9,ru7l20.jpg,108.65812500000001
10,ru8kr0.jpg,137.85453124999998
11,rtelzx.jpg,85.9503125
12,ru17xi.jpg,109.02015624999999
13,ru0sm4.jpg,70.084375
14,rtvdbg.jpg,76.511875
15,rsor9c.jpg,81.22328124999999
16,ru4rmh.jpg,82.71265625
17,rttti6.jpg,34.64390625
18,rttawa.jpg,127.85328124999998
19,rtm7t0.jpg,89.3465625
20,rtq2qr.jpg,124.809375
21,ru0nvh.jpg,104.33546875000002
22,rtybwa.jpg,153.11453125
23,rmusdl.jpg,140.24906249999998
24,rsw3kp.jpg,139.75984375000002
25,ru4rdv.jpg,132.01234374999999
26,rljazf.jpg,115.30124999999998
27,rtnv8g.jpg,98.0725
28,rts01e.jpg,100.28218749999999
29,rslci9.jpg,136.7071875
30,rsujzy.jpg,163.37203125000002
31,ru00nu.jpg,83.1109375
32,rtuwvf.jpg,94.69109375000001
33,rqsk39.jpg,123.88546875
34,rqa8jb.jpg,163.41296875
35,rt3zzf.jpg,144.57218749999998
36,rtr4i6.jpg,115.19093749999999
37,rr3urj.jpg,149.53515625
38,ru37a9.jpg,109.87312499999999
39,rstktm.jpg,129.0978125
40,ru35ux.jpg,91.71031250000001
41,rpbz57.jpg,112.33812499999999
42,rt1wrw.jpg,99.05234374999999
43,rpdlhu.jpg,134.36171875
44,rtvsg5.jpg,82.39812500000001
45,ru85di.jpg,122.4421875
46,rtnod4.jpg,93.72703125000001
47,rtm5da.jpg,128.68249999999998
48,rnz1w3.jpg,69.84078125
49,rtzfa6.jpg,83.92999999999999
50,rtjss5.jpg,115.4540625
51,rrlg0l.jpg,91.79609375
52,rquhbd.jpg,104.91890625
53,rtldu1.jpg,71.1665625
54,rt1qwu.jpg,130.2421875
55,rtzkz6.jpg,140.91140625
56,rmdtow.jpg,50.718125
57,rttfol.jpg,122.51921875000001
58,rtylyp.jpg,158.93625000000003
59,rttmjh.jpg,114.12890625
60,rr59dt.jpg,118.50187500000001
61,rt7kzp.jpg,114.72890625
62,rmdfa1.jpg,114.18890624999999
63,rtswop.jpg,62.53656249999999
64,rs6v4g.jpg,128.79515625
65,rthe36.jpg,100.45343749999999
66,ru8cdo.jpg,93.09406249999999
67,rtzf9i.jpg,50.55078124999999
68,rq444n.jpg,76.68999999999998
69,rlgr69.jpg,114.99046874999999
70,ru82f7.jpg,83.99187500000001
71,rqa7go.jpg,129.6521875
72,rty82d.jpg,68.47375
73,rr9mtf.jpg,69.85734375
74,rm810g.jpg,131.5271875
75,rt9kg9.jpg,118.58734374999999
76,ru2rl6.jpg,94.20828125
77,ru2hqb.jpg,111.39812500000001
78,rt3kiq.jpg,107.44765625
79,rt09s3.jpg,128.50828125
80,rttc6m.jpg,150.00062499999999
81,rtscpr.jpg,142.018125
82,rrqr5n.jpg,41.41296875
83,rttdq2.jpg,129.5896875
84,rtit82.jpg,84.66671875
85,rq19ta.jpg,121.86921874999999
86,rj7b8m.jpg,86.56296875000001
87,rtovph.jpg,143.6540625
88,rrq8ej.jpg,73.30765625000001
89,ru7zqg.jpg,116.33062500000001
90,rr6r5l.jpg,94.87640625
91,rtjq3f.jpg,117.02093749999999
92,rpl2fy.jpg,114.92468749999998
93,rtkdjg.jpg,131.9
94,rsic99.jpg,145.92953125
95,rtapku.jpg,104.83343750000002
96,rs88k6.jpg,93.09671875000001
97,rtkvfh.jpg,139.41125
98,ru5hgz.jpg,121.553125
99,ru8mb3.jpg,60.62828125000001
100,rn14s1.jpg,116.49890625
101,rmb9pl.jpg,101.97734375
102,rr9mt5.jpg,138.00593750000002
103,rtm29t.jpg,166.5775
104,rmgthw.jpg,99.8709375
105,rtnxpf.jpg,117.8634375
106,ru8j96.jpg,118.35578125000002
107,rrgfg1.jpg,142.59484375000002
108,rjm164.jpg,69.831875
109,rtwaj5.jpg,77.81468749999999
110,rs6knm.jpg,110.1209375
111,rj1dxz.jpg,149.33703125000002
112,rtf7lo.jpg,122.50296875000001
113,rruamo.jpg,127.24015625
114,rsdmwf.jpg,94.57671875000001
115,rtxkla.jpg,104.49468750000001
116,rmicgz.jpg,76.26656249999999
117,rtrln2.jpg,147.25500000000002
118,rmdvrb.jpg,65.77109375
119,rtixip.jpg,82.08
120,rt6n66.jpg,106.86437500000002
121,rn2611.jpg,120.63718750000001
122,rt9ask.jpg,78.13125
123,rthlhj.jpg,91.55687499999999
124,ru519z.jpg,127.39812500000001
125,rqajin.jpg,118.58703125
126,ro4mtn.jpg,52.32625
127,rs6esc.jpg,128.26531250000002
128,rsoxtq.jpg,114.95249999999999
129,rttun9.jpg,137.308125
130,rqt8ap.jpg,112.41156249999999
131,rttjfd.jpg,97.71640625
132,ru6i72.jpg,109.93218750000001
133,ru2d0i.jpg,127.09593749999999
134,rr3bdm.jpg,130.39515625
135,rtzej7.jpg,50.55078124999999
136,rss59o.jpg,110.81921874999998
137,rtne8m.jpg,126.45374999999999
138,ru80gs.jpg,87.59171875
139,rtu57c.jpg,91.57046874999999
140,ru8a39.jpg,102.49437499999999
141,rtv0kq.jpg,142.37625
142,ru95cf.jpg,116.38078125000001
143,rr1ozx.jpg,111.64093749999999
144,rtmmuv.jpg,38.88375
145,ro4th1.jpg,116.54937500000001
146,rsddsx.jpg,94.48828125
147,rqii3v.jpg,137.76328125
148,rs17qy.jpg,132.89906249999999
149,rqc74g.jpg,111.83
150,ru0qqo.jpg,135.7071875
151,rt81mi.jpg,94.36203125
152,rtr3aj.jpg,147.68578125
153,ru7k7w.jpg,92.1590625
154,rtwjln.jpg,57.23859374999999
155,rqxl0p.jpg,51.269687499999996
156,rt09d4.jpg,62.0409375
157,rmomai.jpg,112.95984374999998
158,rtqesw.jpg,102.37140624999999
159,rtxwfz.jpg,150.16546875
